"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000117643",392.023178958031,0.589153955122967,0.0989541206351539,5.95380921321297,2.61972181512138e-09,1.02958560296691e-08,"MAN1C1","57134","mannosidase alpha class 1C member 1"
"ENSG00000171827",162.020530098534,0.957918168142185,0.160897306801855,5.95359976610337,2.62307829221713e-09,1.03062990857627e-08,"ZNF570","148268","zinc finger protein 570"
"ENSG00000182141",115.245346971778,1.07723257700112,0.180945719866296,5.95334654943542,2.62714178743545e-09,1.03195137695159e-08,"ZNF708","7562","zinc finger protein 708"
"ENSG00000163531",56.5326469892465,-1.48522994317326,0.24952244736675,-5.95228989955464,2.64416464651852e-09,1.03836127259232e-08,"NFASC","23114","neurofascin"
"ENSG00000100027",28.3336807653258,2.43850148682677,0.409682964382905,5.95216716052576,2.64614894883589e-09,1.03886369760105e-08,"YPEL1","29799","yippee like 1"
"ENSG00000148153",339.022603693785,-0.614189959213224,0.103199002449471,-5.95151062156773,2.65678776021399e-09,1.04276266338306e-08,"INIP","58493","INTS3 and NABP interacting protein"
"ENSG00000135047",1646.99805996305,0.33071031323608,0.055585431084034,5.94958619167877,2.68821252867475e-09,1.05481566154442e-08,"CTSL","1514","cathepsin L"
"ENSG00000213096",174.746376012524,0.84550451633165,0.142245707391667,5.94397210176326,2.78196968506498e-09,1.09131405958179e-08,"ZNF254","9534","zinc finger protein 254"
"ENSG00000138443",1003.73764517876,0.381405237846834,0.0641689133743204,5.94376961975279,2.7854100236922e-09,1.09237288262841e-08,"ABI2","10152","abl interactor 2"
"ENSG00000087589",263.954853820512,-1.55134759219081,0.261022477521478,-5.94334866070359,2.79257573542289e-09,1.09489175814479e-08,"CASS4","57091","Cas scaffold protein family member 4"
"ENSG00000134121",163.562200409024,0.875846637498116,0.147385679603698,5.94254909875343,2.80623562050461e-09,1.09995480252652e-08,"CHL1","10752","cell adhesion molecule L1 like"
"ENSG00000143845",172.643646073421,-0.847879942055858,0.142754692219663,-5.93941907528467,2.86033826278704e-09,1.12086320970368e-08,"ETNK2","55224","ethanolamine kinase 2"
"ENSG00000151327",821.651088944932,-0.407427137871333,0.068608155521331,-5.93846511067712,2.87702860905854e-09,1.12710387135313e-08,"FAM177A1","283635","family with sequence similarity 177 member A1"
"ENSG00000127946",1305.2678669629,0.375234975585837,0.063194073505387,5.93781908288995,2.88838518026552e-09,1.13125221330729e-08,"HIP1","3092","huntingtin interacting protein 1"
"ENSG00000172831",797.072132778068,0.474259803390727,0.0798770663473064,5.93737132669144,2.89628191988603e-09,1.13404364865251e-08,"CES2","8824","carboxylesterase 2"
"ENSG00000172725",1768.63288712113,0.366059517002875,0.0616871647239391,5.93412776614155,2.95411724866012e-09,1.15638193919662e-08,"CORO1B","57175","coronin 1B"
"ENSG00000213762",480.600622719721,0.525151195166726,0.0885100029861842,5.93324118685995,2.97012039174919e-09,1.16233760843334e-08,"ZNF134","7693","zinc finger protein 134"
"ENSG00000145675",360.618003833488,-0.620470161679955,0.104614501144202,-5.93101486785942,3.01067946977774e-09,1.17789737259316e-08,"PIK3R1","5295","phosphoinositide-3-kinase regulatory subunit 1"
"ENSG00000204619",833.576011158823,0.42603838845991,0.0718455736786943,5.92991838808647,3.03085284799347e-09,1.1854752991966e-08,"PPP1R11","6992","protein phosphatase 1 regulatory inhibitor subunit 11"
"ENSG00000112715",1171.71312830301,0.377262414687766,0.0636441399169789,5.92768501828902,3.0723509764509e-09,1.20138786656761e-08,"VEGFA","7422","vascular endothelial growth factor A"
"ENSG00000239887",25.6824110757332,2.75849472855796,0.465481538003492,5.92610985258294,3.1019511991334e-09,1.21264076320499e-08,"C1orf226","400793","chromosome 1 open reading frame 226"
"ENSG00000130175",5585.07040063792,0.249376566040383,0.0420854450900512,5.9254824442699,3.11381850620177e-09,1.21695723002921e-08,"PRKCSH","5589","protein kinase C substrate 80K-H"
"ENSG00000108846",220.734790494197,-0.796972858542461,0.134500638059282,-5.92542065258599,3.11498967236753e-09,1.21709220019493e-08,"ABCC3","8714","ATP binding cassette subfamily C member 3"
"ENSG00000166046",152.827568683708,0.923546488850575,0.155899211703058,5.92399716946395,3.14208865793734e-09,1.22735495999683e-08,"TCP11L2","255394","t-complex 11 like 2"
"ENSG00000133805",543.022154137951,0.511428693787125,0.0863329149044291,5.92391319525442,3.14369443282526e-09,1.22765682435026e-08,"AMPD3","272","adenosine monophosphate deaminase 3"
"ENSG00000092020",413.703772960604,0.561276093149491,0.0947788959323862,5.9219522197209,3.1814206808725e-09,1.24206034423043e-08,"PPP2R3C","55012","protein phosphatase 2 regulatory subunit B''gamma"
"ENSG00000166446",308.545630558363,0.647341187955335,0.109331163513256,5.92092105446996,3.20143523157731e-09,1.24954323207061e-08,"CDYL2","124359","chromodomain Y like 2"
"ENSG00000157542",18.2993001044904,4.32466366553151,0.730661887380026,5.91883022808086,3.24239442426411e-09,1.26519483782908e-08,"KCNJ6","3763","potassium inwardly rectifying channel subfamily J member 6"
"ENSG00000185561",110.770422417593,-1.11399405377047,0.188247246721321,-5.91771764619545,3.26439737082434e-09,1.27344331527817e-08,"TLCD2","727910","TLC domain containing 2"
"ENSG00000181135",191.573959583384,0.792816572623862,0.133988056742985,5.91706896790539,3.27729295472353e-09,1.27813557996071e-08,"ZNF707","286075","zinc finger protein 707"
"ENSG00000003096",94.9104221197094,-1.12065162490216,0.189451696861238,-5.91523667229529,3.31398708328914e-09,1.29210427601892e-08,"KLHL13","90293","kelch like family member 13"
"ENSG00000092096",737.857522759008,0.42328998426646,0.0715816358598977,5.91338796859769,3.35141507629917e-09,1.30632705298207e-08,"SLC22A17","51310","solute carrier family 22 member 17"
"ENSG00000138190",308.272806473195,-0.671193626724591,0.113504850407688,-5.91334752932398,3.35223837317017e-09,1.30632705298207e-08,"EXOC6","54536","exocyst complex component 6"
"ENSG00000106789",76.3617012157101,-1.26576098990528,0.21407095344089,-5.91281054043041,3.3631895310046e-09,1.31024814453994e-08,"CORO2A","7464","coronin 2A"
"ENSG00000136738",542.042420615508,-0.484337057511801,0.0819359965816887,-5.9111633191515,3.39700009806627e-09,1.3230704927405e-08,"STAM","8027","signal transducing adaptor molecule"
"ENSG00000145365",51.1946081553209,-1.59543901857219,0.269924283795454,-5.91069093946804,3.40675697958848e-09,1.32652006248811e-08,"TIFA","92610","TRAF interacting protein with forkhead associated domain"
"ENSG00000249915",1101.17429232913,0.373581842719495,0.0632061335216179,5.91053149282928,3.41005646354707e-09,1.32745409825031e-08,"PDCD6","10016","programmed cell death 6"
"ENSG00000162613",1395.23824175016,-0.349132386386719,0.0590784815002622,-5.90963710509671,3.42862208408543e-09,1.33432881635202e-08,"FUBP1","8880","far upstream element binding protein 1"
"ENSG00000152229",388.452942494145,0.562512891064002,0.095240564063778,5.9062322508644,3.50020431777352e-09,1.36182711814536e-08,"PSTPIP2","9050","proline-serine-threonine phosphatase interacting protein 2"
"ENSG00000146416",174.933819798915,-0.883786348270715,0.149674579157746,-5.9047191129181,3.53248089506409e-09,1.37402226000144e-08,"AIG1","51390","androgen induced 1"
"ENSG00000041357",1660.64358166827,-0.313202678171841,0.0530490369728774,-5.9040219397757,3.54744954523925e-09,1.37948051181361e-08,"PSMA4","5685","proteasome 20S subunit alpha 4"
"ENSG00000143258",157.442057234053,-0.88133893446398,0.14935255195653,-5.90106377774179,3.61165247625045e-09,1.40407634384013e-08,"USP21","27005","ubiquitin specific peptidase 21"
"ENSG00000101849",867.520895352589,-0.404750614600002,0.0685903190675415,-5.90098748777419,3.61332311977757e-09,1.40435538341988e-08,"TBL1X","6907","transducin beta like 1 X-linked"
"ENSG00000113643",2046.8375629818,-0.313934721353455,0.0532053825922849,-5.90043161157491,3.6255187615019e-09,1.4087238467444e-08,"RARS1","5917","arginyl-tRNA synthetase 1"
"ENSG00000067369",1676.07003808894,0.317221513818865,0.0537672086579689,5.89990668544497,3.63707215439512e-09,1.41284052217911e-08,"TP53BP1","7158","tumor protein p53 binding protein 1"
"ENSG00000165650",834.057811013616,-0.464416961655647,0.0787803888088897,-5.89508339165802,3.74492205129644e-09,1.45435207357067e-08,"PDZD8","118987","PDZ domain containing 8"
"ENSG00000188921",57.749796519762,-1.47403222385001,0.250065462691222,-5.89458539370601,3.75623309152447e-09,1.45836046635637e-08,"HACD4","401494","3-hydroxyacyl-CoA dehydratase 4"
"ENSG00000128059",297.554849592791,-0.633688775572661,0.107573408335244,-5.89075669702514,3.84431203619001e-09,1.49216409769208e-08,"PPAT","5471","phosphoribosyl pyrophosphate amidotransferase"
"ENSG00000101084",419.031037420882,0.570269554722338,0.0968131119530971,5.89041652744946,3.85223415181833e-09,1.49484536412582e-08,"RAB5IF","55969","RAB5 interacting factor"
"ENSG00000184194",130.706811584621,1.00950656086038,0.171411921513384,5.88936027288838,3.87693438255362e-09,1.50403419136813e-08,"GPR173","54328","G protein-coupled receptor 173"
"ENSG00000144642",447.805074439685,-0.617271352872001,0.104847242332466,-5.88733989697753,3.92461049277749e-09,1.5221291958567e-08,"RBMS3","27303","RNA binding motif single stranded interacting protein 3"
"ENSG00000131437",399.486184739607,0.609172050446347,0.103510842084943,5.88510380339144,3.97804239931494e-09,1.54244643202061e-08,"KIF3A","11127","kinesin family member 3A"
"ENSG00000164244",2652.34611086071,0.290135750922798,0.0493168754201974,5.8830927233475,4.02670184165154e-09,1.56090299164283e-08,"PRRC1","133619","proline rich coiled-coil 1"
"ENSG00000138095",2350.21206718395,0.297532141050327,0.0505887393243549,5.88139070125211,4.06833561807767e-09,1.57662714539124e-08,"LRPPRC","10128","leucine rich pentatricopeptide repeat containing"
"ENSG00000077549",5289.02142645475,-0.240798741191194,0.0409597218607334,-5.87891543819389,4.12963254259893e-09,1.59996120959051e-08,"CAPZB","832","capping actin protein of muscle Z-line subunit beta"
"ENSG00000117245",82.9386477415701,-1.18555540713697,0.201686812086456,-5.8781999421398,4.14751778179779e-09,1.6064682540903e-08,"KIF17","57576","kinesin family member 17"
"ENSG00000104853",3049.81049707382,0.288957077709639,0.049178337296201,5.87569839885499,4.21064331334416e-09,1.63049030877736e-08,"CLPTM1","1209","CLPTM1 regulator of GABA type A receptor forward trafficking"
"ENSG00000102531",1651.68741121561,-0.313777330544475,0.053410603695147,-5.87481340475814,4.23319895723542e-09,1.6387939645846e-08,"FNDC3A","22862","fibronectin type III domain containing 3A"
"ENSG00000118263",992.904516379362,0.417257925438367,0.071041537226131,5.87343604503096,4.26853752420971e-09,1.65204059957465e-08,"KLF7","8609","Kruppel like factor 7"
"ENSG00000122643",302.194694463132,0.627384499579611,0.106827175343429,5.87289233814046,4.28256616631909e-09,1.65703492148099e-08,"NT5C3A","51251","5'-nucleotidase, cytosolic IIIA"
"ENSG00000174132",253.443553418305,0.711320127316576,0.121201343668151,5.86891288321167,4.38661836593169e-09,1.69684990753547e-08,"FAM174A","345757","family with sequence similarity 174 member A"
"ENSG00000164751",329.648610332082,-0.611573301105762,0.104244390164416,-5.8667262587577,4.44483591823514e-09,1.7189187027801e-08,"PEX2","5828","peroxisomal biogenesis factor 2"
"ENSG00000185813",724.757287499043,0.432149120597316,0.0736662067433002,5.86631428034836,4.45588845914983e-09,1.72274092631034e-08,"PCYT2","5833","phosphate cytidylyltransferase 2, ethanolamine"
"ENSG00000198538",170.066469655789,0.8460041737773,0.144233617162277,5.86551311977055,4.47745859436803e-09,1.73062640345649e-08,"ZNF28","7576","zinc finger protein 28"
"ENSG00000114316",810.995622258027,-0.410484841423516,0.0699863286702001,-5.86521466725113,4.48551996329293e-09,1.73328770894104e-08,"USP4","7375","ubiquitin specific peptidase 4"
"ENSG00000142188",456.473245519271,0.540015754870258,0.0920777830007771,5.86477798738595,4.49734038706705e-09,1.7373998066735e-08,"TMEM50B","757","transmembrane protein 50B"
"ENSG00000143621",2696.97762317333,-0.277663963731424,0.0473570420810907,-5.86320326459521,4.54021861346566e-09,1.75350476743336e-08,"ILF2","3608","interleukin enhancer binding factor 2"
"ENSG00000197006",1700.62581567139,0.325326049588636,0.0555240259571809,5.85919417730122,4.65118587379326e-09,1.79589146994931e-08,"METTL9","51108","methyltransferase like 9"
"ENSG00000152234",7197.11797759953,-0.221712299723189,0.0378507068832281,-5.85754713662775,4.69753511957935e-09,1.81331253515873e-08,"ATP5F1A","498","ATP synthase F1 subunit alpha"
"ENSG00000183828",121.790967362126,1.12831599159512,0.192752100438416,5.85371567432342,4.80710163377171e-09,1.85512081378705e-08,"NUDT14","256281","nudix hydrolase 14"
"ENSG00000183354",454.948790118954,0.515528972225722,0.0880900848658479,5.85229283194379,4.84841989004541e-09,1.87057623925364e-08,"KIAA2026","158358","KIAA2026"
"ENSG00000004487",1927.73977961996,0.294824357005724,0.0503872123412458,5.85117420287186,4.88114646805019e-09,1.88270967406762e-08,"KDM1A","23028","lysine demethylase 1A"
"ENSG00000083535",318.867928153435,0.620975563408175,0.106139106236038,5.8505821787044,4.89855358854564e-09,1.88892942930365e-08,"PIBF1","10464","progesterone immunomodulatory binding factor 1"
"ENSG00000143669",329.170859118795,0.611643642631149,0.104568715322513,5.84920299292867,4.93933999260173e-09,1.90415884935821e-08,"LYST","1130","lysosomal trafficking regulator"
"ENSG00000010404",1253.5530228553,0.344685837534506,0.0589497356204941,5.847114222081,5.00174070877479e-09,1.92735749447256e-08,"IDS","3423","iduronate 2-sulfatase"
"ENSG00000144228",397.418656037794,0.579153391165351,0.0990496609410896,5.84710119815359,5.00213218642797e-09,1.92735749447256e-08,"SPOPL","339745","speckle type BTB/POZ protein like"
"ENSG00000068097",308.44126333323,-0.632267827380183,0.108160726389195,-5.84563222241218,5.04647900605514e-09,1.94393642423525e-08,"HEATR6","63897","HEAT repeat containing 6"
"ENSG00000198146",434.117326003346,-0.532130116242822,0.0911107629854713,-5.84047481116667,5.20522553474153e-09,2.00456268437472e-08,"ZNF770","54989","zinc finger protein 770"
"ENSG00000221963",352.543637401409,-0.599771521910907,0.102695364906596,-5.84029787962107,5.2107568510988e-09,2.006168612108e-08,"APOL6","80830","apolipoprotein L6"
"ENSG00000171490",1783.84791517439,-0.320012031836851,0.0548068627322929,-5.83890439779353,5.25452086852582e-09,2.02248964639158e-08,"RSL1D1","26156","ribosomal L1 domain containing 1"
"ENSG00000133424",473.529412230457,0.519721882307384,0.0890228496546759,5.83807285796187,5.28080655710373e-09,2.0320764239842e-08,"LARGE1","9215","LARGE xylosyl- and glucuronyltransferase 1"
"ENSG00000166997",303.824424825572,0.63647521577628,0.109056491164702,5.83619745123699,5.34056027901409e-09,2.05453347408274e-08,"CNPY4","245812","canopy FGF signaling regulator 4"
"ENSG00000149403",42.4003757772713,1.78154187489912,0.305286060129061,5.8356476353554,5.35820271468198e-09,2.06078266202983e-08,"GRIK4","2900","glutamate ionotropic receptor kainate type subunit 4"
"ENSG00000138678",113.438987190598,1.06728555649402,0.182906566450672,5.83514073444625,5.3745183268581e-09,2.06651842163409e-08,"GPAT3","84803","glycerol-3-phosphate acyltransferase 3"
"ENSG00000187535",293.732876948925,0.675843642851601,0.115825702978778,5.83500574976379,5.37887121980273e-09,2.06765268746616e-08,"IFT140","9742","intraflagellar transport 140"
"ENSG00000100749",154.066552324779,-0.856550124452849,0.146826750478354,-5.83374706354428,5.41962591824094e-09,2.0827756657897e-08,"VRK1","7443","VRK serine/threonine kinase 1"
"ENSG00000184216",2878.7870346799,-0.280937400615963,0.0481626374182413,-5.83309834501629,5.44074777738446e-09,2.09034777745287e-08,"IRAK1","3654","interleukin 1 receptor associated kinase 1"
"ENSG00000205981",139.936244452651,-0.90640840194499,0.155398404433635,-5.83280378745514,5.45036479975598e-09,2.09349690953358e-08,"DNAJC19","131118","DnaJ heat shock protein family (Hsp40) member C19"
"ENSG00000054148",922.388939693638,0.385677925043187,0.0661272112975187,5.83236337168295,5.46477480945922e-09,2.09848491771261e-08,"PHPT1","29085","phosphohistidine phosphatase 1"
"ENSG00000135541",521.578860889824,0.506117917838634,0.0867962040646142,5.83110659380751,5.50609955169247e-09,2.11380294849814e-08,"AHI1","54806","Abelson helper integration site 1"
"ENSG00000142856",53.5037336894488,-1.50152367530887,0.257509429657566,-5.83094637468454,5.51138959645473e-09,2.11528280918098e-08,"ITGB3BP","23421","integrin subunit beta 3 binding protein"
"ENSG00000198918",1517.68832493632,-0.373808090267787,0.0641117683734301,-5.83056901644761,5.52386859001845e-09,2.11952031449341e-08,"RPL39","6170","ribosomal protein L39"
"ENSG00000165732",3052.90526790623,-0.278824217807263,0.0478383734489584,-5.82846358906323,5.59399986858588e-09,2.14587116249918e-08,"DDX21","9188","DExD-box helicase 21"
"ENSG00000138463",306.473965036804,0.620676152541267,0.1064920692516,5.82837911689786,5.59683161479772e-09,2.14639875979414e-08,"SLC49A4","84925","solute carrier family 49 member 4"
"ENSG00000158352",53.2224700600599,-1.55890080004462,0.267604993535958,-5.82538008520067,5.69827626787628e-09,2.18473453787619e-08,"SHROOM4","57477","shroom family member 4"
"ENSG00000120327",66.0425872034514,1.34358090331449,0.230791319442332,5.82162668232506,5.82776072295874e-09,2.23379811534372e-08,"PCDHB14","56122","protocadherin beta 14"
"ENSG00000124201",2214.75438779659,0.297949777060816,0.0512108254906155,5.81810143082767,5.95197827334769e-09,2.28081788332289e-08,"ZNFX1","57169","zinc finger NFX1-type containing 1"
"ENSG00000162415",21.4798159246607,2.82989198170781,0.486504417846006,5.81678578426303,5.99899389953009e-09,2.29823686226344e-08,"ZSWIM5","57643","zinc finger SWIM-type containing 5"
"ENSG00000186854",267.044104698602,-0.676423708049136,0.116330494711734,-5.81467232409963,6.07527726268858e-09,2.32685645263784e-08,"TRABD2A","129293","TraB domain containing 2A"
"ENSG00000163735",26.7226430125158,2.59935693118384,0.447158248876739,5.81305821308994,6.13417176288927e-09,2.34880289533547e-08,"CXCL5","6374","C-X-C motif chemokine ligand 5"
"ENSG00000141401",67.2112451162687,-1.31516218102901,0.226267268230338,-5.8124278925319,6.15732089665163e-09,2.35705442532082e-08,"IMPA2","3613","inositol monophosphatase 2"
"ENSG00000022277",1427.52947617686,-0.33521177270138,0.0576876964398763,-5.81080184144199,6.21743225684514e-09,2.37901999549259e-08,"RTF2","51507","replication termination factor 2"
"ENSG00000152443",253.26604442624,0.681203135283288,0.117230758224101,5.81078844496669,6.21792985658668e-09,2.37901999549259e-08,"ZNF776","284309","zinc finger protein 776"
"ENSG00000115289",134.309723572514,0.947537686257569,0.163069882678389,5.81062346212837,6.22406116923086e-09,2.38074782019529e-08,"PCGF1","84759","polycomb group ring finger 1"
"ENSG00000105193",4263.81025837559,-0.249198208244425,0.042895118209348,-5.80947713043294,6.26682535918847e-09,2.39648344949973e-08,"RPS16","6217","ribosomal protein S16"
"ENSG00000198087",848.340558626582,-0.40500836958253,0.0697791962369348,-5.804142085663,6.46963983549598e-09,2.47339953036419e-08,"CD2AP","23607","CD2 associated protein"
"ENSG00000114019",3699.9366255573,-0.64351572865773,0.110892359588155,-5.80306642448311,6.51129812634132e-09,2.48868028490712e-08,"AMOTL2","51421","angiomotin like 2"
"ENSG00000121691",668.284737152507,-0.439540926299093,0.0757777708040676,-5.80039398936106,6.61592888767362e-09,2.5280155547455e-08,"CAT","847","catalase"
"ENSG00000165055",325.440815760868,-0.603194117694973,0.104097559500331,-5.79450777319192,6.85218503263793e-09,2.6176128307677e-08,"METTL2B","55798","methyltransferase like 2B"
"ENSG00000151208",2082.58701912031,0.302994478000175,0.0522975768418371,5.79366189214688,6.88680357321272e-09,2.63015576734929e-08,"DLG5","9231","discs large MAGUK scaffold protein 5"
"ENSG00000171522",185.790834791079,-0.780417946347583,0.13470448828533,-5.7935556289298,6.89116451125557e-09,2.63113944473794e-08,"PTGER4","5734","prostaglandin E receptor 4"
"ENSG00000009844",1045.72511756505,-0.370499961108077,0.0639595674559221,-5.79272149336233,6.9254900241908e-09,2.6435605277525e-08,"VTA1","51534","vesicle trafficking 1"
"ENSG00000011485",793.081927151227,-0.418501448548288,0.0722702990643216,-5.79078063833409,7.00600297089384e-09,2.67360103016658e-08,"PPP5C","5536","protein phosphatase 5 catalytic subunit"
"ENSG00000105889",54.8359044469234,-1.48000651526135,0.255596538296137,-5.79040125162648,7.02184717363819e-09,2.67895375731503e-08,"STEAP1B","256227","STEAP family member 1B"
"ENSG00000111817",1795.14932236047,-0.31256191267688,0.0539862179553245,-5.78966122308356,7.05285308389245e-09,2.6900866653832e-08,"DSE","29940","dermatan sulfate epimerase"
"ENSG00000058729",441.877555031986,-0.52302580859323,0.0903753325571471,-5.78726289347267,7.15425665154152e-09,2.72805781449984e-08,"RIOK2","55781","RIO kinase 2"
"ENSG00000196814",181.95116452112,0.794808783172884,0.137350541872341,5.78671749188737,7.17751383941247e-09,2.73621828673722e-08,"MVB12B","89853","multivesicular body subunit 12B"
"ENSG00000162105",277.413944602136,0.699809222481856,0.120952485572403,5.78581927580932,7.21597619757794e-09,2.75016956813819e-08,"SHANK2","22941","SH3 and multiple ankyrin repeat domains 2"
"ENSG00000166912",324.61251197091,-0.598085330905559,0.103403649655881,-5.78398666677568,7.29507268655425e-09,2.77959620616434e-08,"MTMR10","54893","myotubularin related protein 10"
"ENSG00000166750",2431.26599628203,0.337850408172928,0.0584188531289113,5.78324273890489,7.32742108525187e-09,2.79120010220837e-08,"SLFN5","162394","schlafen family member 5"
"ENSG00000187954",601.002121050559,0.475862336979106,0.0823427456159064,5.77904384192871,7.51263497081702e-09,2.86101328681915e-08,"CYHR1","50626","cysteine and histidine rich 1"
"ENSG00000074855",240.786782898579,0.746573869905521,0.129188852241118,5.77893414914871,7.51753404314089e-09,2.86213941430665e-08,"ANO8","57719","anoctamin 8"
"ENSG00000205302",619.192285989274,-0.463325068797952,0.0801932853309164,-5.77760428302754,7.57717589741775e-09,2.88410171425989e-08,"SNX2","6643","sorting nexin 2"
"ENSG00000143947",5377.26859205539,-0.241095128544138,0.0417324298670287,-5.77716488860906,7.59698280207212e-09,2.8908942044136e-08,"RPS27A","6233","ribosomal protein S27a"
"ENSG00000117425",35.5917710742598,1.90167627388235,0.329240524841522,5.77594837329853,7.65208357224668e-09,2.91111016230696e-08,"PTCH2","8643","patched 2"
"ENSG00000162892",25.2789285099654,7.0520980863162,1.22109331214002,5.77523274937694,7.68467833127515e-09,2.92275585151828e-08,"IL24","11009","interleukin 24"
"ENSG00000105221",1800.96472659853,-0.301311896987179,0.0521972565740126,-5.77256194604666,7.80752268099654e-09,2.96871179753681e-08,"AKT2","208","AKT serine/threonine kinase 2"
"ENSG00000163281",392.28078977301,0.550916883187731,0.0954533150172044,5.77158460225749,7.85295137914013e-09,2.98521530631332e-08,"GNPDA2","132789","glucosamine-6-phosphate deaminase 2"
"ENSG00000158773",457.407359707371,0.511229132606935,0.0885830918859047,5.77118185562319,7.87174645477597e-09,2.99158842832615e-08,"USF1","7391","upstream transcription factor 1"
"ENSG00000157837",676.156466900551,0.435136848345368,0.0754094534444103,5.77032226690435,7.91200750735692e-09,3.00611411816e-08,"SPPL3","121665","signal peptide peptidase like 3"
"ENSG00000164687",171.360731155335,-0.817840101110928,0.141800223815339,-5.76755155320467,8.04314852490819e-09,3.05515265361075e-08,"FABP5","2171","fatty acid binding protein 5"
"ENSG00000087253",469.889465935335,-0.502829777568521,0.0871952590009831,-5.76671006347778,8.08339389958227e-09,3.06964852594804e-08,"LPCAT2","54947","lysophosphatidylcholine acyltransferase 2"
"ENSG00000187801",170.108320843152,0.8409710035893,0.145876520787461,5.76495106306092,8.16815386300626e-09,3.10103687874772e-08,"ZFP69B","65243","ZFP69 zinc finger protein B"
"ENSG00000165633",151.654808901544,-0.922078215898594,0.159979149127375,-5.76373996816572,8.22701385841045e-09,3.1225786825973e-08,"VSTM4","196740","V-set and transmembrane domain containing 4"
"ENSG00000129353",2634.2642271572,0.287997518502649,0.0499752670576368,5.76280099054798,8.27293238763158e-09,3.13919870053847e-08,"SLC44A2","57153","solute carrier family 44 member 2"
"ENSG00000165757",3345.40413716476,-0.321891805445262,0.0558708815153444,-5.76135182969787,8.34428969031366e-09,3.16546052653392e-08,"JCAD","57608","junctional cadherin 5 associated"
"ENSG00000174606",392.982178021712,0.580137143448453,0.100710693344071,5.76043242465283,8.38987146958174e-09,3.18193324031641e-08,"ANGEL2","90806","angel homolog 2"
"ENSG00000183751",587.077579866545,-0.46271057341762,0.0803348619427082,-5.75977305777419,8.42271018256861e-09,3.19356580063535e-08,"TBL3","10607","transducin beta like 3"
"ENSG00000078668",1063.81474040804,-0.356995459324977,0.06198385868902,-5.7594907267078,8.43680940884343e-09,3.19808891634605e-08,"VDAC3","7419","voltage dependent anion channel 3"
"ENSG00000087008",349.611227328824,-0.586785358200801,0.101929014474467,-5.75680399958922,8.57213415222815e-09,3.24855009348261e-08,"ACOX3","8310","acyl-CoA oxidase 3, pristanoyl"
"ENSG00000099330",92.3022096100173,1.10484264646169,0.191936419051363,5.75629498519524,8.5980088305153e-09,3.25751810139163e-08,"OCEL1","79629","occludin/ELL domain containing 1"
"ENSG00000171345",25.4268475789177,-2.3748929725176,0.412603277071118,-5.75587520626564,8.61940452781861e-09,3.26478498923132e-08,"KRT19","3880","keratin 19"
"ENSG00000065135",2407.61543466983,-0.284962014476078,0.0495191649625099,-5.75458036685024,8.68572774201873e-09,3.2890610344777e-08,"GNAI3","2773","G protein subunit alpha i3"
"ENSG00000256087",221.068453258992,0.769902978685172,0.133819123610574,5.75331057260291,8.7512498285308e-09,3.31302131962207e-08,"ZNF432","9668","zinc finger protein 432"
"ENSG00000262576",271.416268576824,0.654022059155443,0.113703869077294,5.75197717072276,8.82057129266104e-09,3.33840728585615e-08,"PCDHGA4","56111","protocadherin gamma subfamily A, 4"
"ENSG00000130758",351.830043776068,0.577531247629625,0.100442731557443,5.74985604905952,8.93194648414935e-09,3.37935588891777e-08,"MAP3K10","4294","mitogen-activated protein kinase kinase kinase 10"
"ENSG00000180758",131.906748861367,-0.90941382937772,0.158163616948432,-5.74982949254523,8.93334953400978e-09,3.37935588891777e-08,"GPR157","80045","G protein-coupled receptor 157"
"ENSG00000124459",305.709980696443,0.634238322892456,0.110355943820788,5.74720582266439,9.07302618299854e-09,3.43131280177143e-08,"ZNF45","7596","zinc finger protein 45"
"ENSG00000196967",92.5916239631029,1.13118665475145,0.196875841936291,5.74568542095433,9.15493720079304e-09,3.46073166134225e-08,"ZNF585A","199704","zinc finger protein 585A"
"ENSG00000180488",744.395526321,0.412409751233051,0.0717774264884541,5.74567480904864,9.1555114313838e-09,3.46073166134225e-08,"MIGA1","374986","mitoguardin 1"
"ENSG00000115446",386.037639303809,0.569095581424142,0.0990729563068707,5.74420712410573,9.23526889242819e-09,3.48998443427197e-08,"UNC50","25972","unc-50 inner nuclear membrane RNA binding protein"
"ENSG00000186222",262.43997672482,0.651176871027927,0.113380639612632,5.74328098035688,9.28594486775241e-09,3.50823520791938e-08,"BLOC1S4","55330","biogenesis of lysosomal organelles complex 1 subunit 4"
"ENSG00000174231",6503.34835329373,-0.242934791351512,0.0422997589078557,-5.7431720091056,9.29192521140898e-09,3.50959491967569e-08,"PRPF8","10594","pre-mRNA processing factor 8"
"ENSG00000093183",614.378162869774,-0.449875546696927,0.0783551718090928,-5.74149142054107,9.38463143003633e-09,3.54370222946132e-08,"SEC22C","9117","SEC22 homolog C, vesicle trafficking protein"
"ENSG00000134780",114.75348641857,-0.983217663982475,0.171268810804167,-5.74078642436952,9.42378823308305e-09,3.55757661319616e-08,"DAGLA","747","diacylglycerol lipase alpha"
"ENSG00000125686",1107.98625705387,-0.383791979615037,0.0668821900747083,-5.73832853239908,9.56155009564813e-09,3.60865877873655e-08,"MED1","5469","mediator complex subunit 1"
